"","year","race","dollar_type","income_quintile","income_dollars"
"1357",1989,"Black Alone","Current Dollars","Lowest",3785
"1358",1989,"Black Alone","Current Dollars","Second",9596
"1359",1989,"Black Alone","Current Dollars","Middle",18038
"1360",1989,"Black Alone","Current Dollars","Fourth",29881
"1361",1989,"Black Alone","Current Dollars","Highest",58675
"1362",1989,"Black Alone","Current Dollars","Top 5%",87277
"1363",1988,"Black Alone","Current Dollars","Lowest",3645
"1364",1988,"Black Alone","Current Dollars","Second",8703
"1365",1988,"Black Alone","Current Dollars","Middle",16386
"1366",1988,"Black Alone","Current Dollars","Fourth",27753
"1367",1988,"Black Alone","Current Dollars","Highest",55899
"1368",1988,"Black Alone","Current Dollars","Top 5%",84189
"1369",1987,"Black Alone","Current Dollars","Lowest",3434
"1370",1987,"Black Alone","Current Dollars","Second",8313
"1371",1987,"Black Alone","Current Dollars","Middle",15649
"1372",1987,"Black Alone","Current Dollars","Fourth",25797
"1373",1987,"Black Alone","Current Dollars","Highest",52614
"1374",1987,"Black Alone","Current Dollars","Top 5%",81456
"1375",1986,"Black Alone","Current Dollars","Lowest",3128
"1376",1986,"Black Alone","Current Dollars","Second",8068
"1377",1986,"Black Alone","Current Dollars","Middle",15098
"1378",1986,"Black Alone","Current Dollars","Fourth",25271
"1379",1986,"Black Alone","Current Dollars","Highest",49594
"1380",1986,"Black Alone","Current Dollars","Top 5%",75366
"1381",1985,"Black Alone","Current Dollars","Lowest",3379
"1382",1985,"Black Alone","Current Dollars","Second",8061
"1383",1985,"Black Alone","Current Dollars","Middle",14662
"1384",1985,"Black Alone","Current Dollars","Fourth",24122
"1385",1985,"Black Alone","Current Dollars","Highest",46451
"1386",1985,"Black Alone","Current Dollars","Top 5%",68090
"1387",1984,"Black Alone","Current Dollars","Lowest",3205
"1388",1984,"Black Alone","Current Dollars","Second",7548
"1389",1984,"Black Alone","Current Dollars","Middle",13440
"1390",1984,"Black Alone","Current Dollars","Fourth",22196
"1391",1984,"Black Alone","Current Dollars","Highest",43442
"1392",1984,"Black Alone","Current Dollars","Top 5%",63110
"1393",1983,"Black Alone","Current Dollars","Lowest",2923
"1394",1983,"Black Alone","Current Dollars","Second",6906
"1395",1983,"Black Alone","Current Dollars","Middle",12568
"1396",1983,"Black Alone","Current Dollars","Fourth",20872
"1397",1983,"Black Alone","Current Dollars","Highest",39801
"1398",1983,"Black Alone","Current Dollars","Top 5%",56830
"1399",1982,"Black Alone","Current Dollars","Lowest",2810
"1400",1982,"Black Alone","Current Dollars","Second",6742
"1401",1982,"Black Alone","Current Dollars","Middle",12055
"1402",1982,"Black Alone","Current Dollars","Fourth",20058
"1403",1982,"Black Alone","Current Dollars","Highest",37071
"1404",1982,"Black Alone","Current Dollars","Top 5%",53961
"1405",1981,"Black Alone","Current Dollars","Lowest",2727
"1406",1981,"Black Alone","Current Dollars","Second",6342
"1407",1981,"Black Alone","Current Dollars","Middle",11301
"1408",1981,"Black Alone","Current Dollars","Fourth",18783
"1409",1981,"Black Alone","Current Dollars","Highest",35126
"1410",1981,"Black Alone","Current Dollars","Top 5%",49420
"1411",1980,"Black Alone","Current Dollars","Lowest",2574
"1412",1980,"Black Alone","Current Dollars","Second",6047
"1413",1980,"Black Alone","Current Dollars","Middle",10713
"1414",1980,"Black Alone","Current Dollars","Fourth",17623
"1415",1980,"Black Alone","Current Dollars","Highest",32894
"1416",1980,"Black Alone","Current Dollars","Top 5%",47175
"1417",1979,"Black Alone","Current Dollars","Lowest",2457
"1418",1979,"Black Alone","Current Dollars","Second",5723
"1419",1979,"Black Alone","Current Dollars","Middle",10069
"1420",1979,"Black Alone","Current Dollars","Fourth",16479
"1421",1979,"Black Alone","Current Dollars","Highest",30284
"1422",1979,"Black Alone","Current Dollars","Top 5%",42982
"1423",1978,"Black Alone","Current Dollars","Lowest",2352
"1424",1978,"Black Alone","Current Dollars","Second",5245
"1425",1978,"Black Alone","Current Dollars","Middle",9391
"1426",1978,"Black Alone","Current Dollars","Fourth",15206
"1427",1978,"Black Alone","Current Dollars","Highest",27944
"1428",1978,"Black Alone","Current Dollars","Top 5%",39748
"1429",1977,"Black Alone","Current Dollars","Lowest",2235
"1430",1977,"Black Alone","Current Dollars","Second",4940
"1431",1977,"Black Alone","Current Dollars","Middle",8355
"1432",1977,"Black Alone","Current Dollars","Fourth",13419
"1433",1977,"Black Alone","Current Dollars","Highest",25006
"1434",1977,"Black Alone","Current Dollars","Top 5%",36215
"1435",1976,"Black Alone","Current Dollars","Lowest",2077
"1436",1976,"Black Alone","Current Dollars","Second",4601
"1437",1976,"Black Alone","Current Dollars","Middle",7935
"1438",1976,"Black Alone","Current Dollars","Fourth",12829
"1439",1976,"Black Alone","Current Dollars","Highest",23038
"1440",1976,"Black Alone","Current Dollars","Top 5%",33022
"1441",1975,"Black Alone","Current Dollars","Lowest",1908
"1442",1975,"Black Alone","Current Dollars","Second",4182
"1443",1975,"Black Alone","Current Dollars","Middle",7386
"1444",1975,"Black Alone","Current Dollars","Fourth",11776
"1445",1975,"Black Alone","Current Dollars","Highest",20985
"1446",1975,"Black Alone","Current Dollars","Top 5%",29582
"1447",1974,"Black Alone","Current Dollars","Lowest",1802
"1448",1974,"Black Alone","Current Dollars","Second",4075
"1449",1974,"Black Alone","Current Dollars","Middle",6986
"1450",1974,"Black Alone","Current Dollars","Fourth",10892
"1451",1974,"Black Alone","Current Dollars","Highest",19551
"1452",1974,"Black Alone","Current Dollars","Top 5%",27395
"1453",1973,"Black Alone","Current Dollars","Lowest",1650
"1454",1973,"Black Alone","Current Dollars","Second",3811
"1455",1973,"Black Alone","Current Dollars","Middle",6536
"1456",1973,"Black Alone","Current Dollars","Fourth",10282
"1457",1973,"Black Alone","Current Dollars","Highest",18679
"1458",1973,"Black Alone","Current Dollars","Top 5%",27607
"1459",1972,"Black Alone","Current Dollars","Lowest",1471
"1460",1972,"Black Alone","Current Dollars","Second",3438
"1461",1972,"Black Alone","Current Dollars","Middle",5921
"1462",1972,"Black Alone","Current Dollars","Fourth",9345
"1463",1972,"Black Alone","Current Dollars","Highest",17332
"1464",1972,"Black Alone","Current Dollars","Top 5%",25277
"1465",1971,"Black Alone","Current Dollars","Lowest",1367
"1466",1971,"Black Alone","Current Dollars","Second",3232
"1467",1971,"Black Alone","Current Dollars","Middle",5580
"1468",1971,"Black Alone","Current Dollars","Fourth",8677
"1469",1971,"Black Alone","Current Dollars","Highest",15709
"1470",1971,"Black Alone","Current Dollars","Top 5%",22653
"1471",1970,"Black Alone","Current Dollars","Lowest",1250
"1472",1970,"Black Alone","Current Dollars","Second",3163
"1473",1970,"Black Alone","Current Dollars","Middle",5498
"1474",1970,"Black Alone","Current Dollars","Fourth",8520
"1475",1970,"Black Alone","Current Dollars","Highest",15390
"1476",1970,"Black Alone","Current Dollars","Top 5%",22189
"1477",1969,"Black Alone","Current Dollars","Lowest",1226
"1478",1969,"Black Alone","Current Dollars","Second",3052
"1479",1969,"Black Alone","Current Dollars","Middle",5183
"1480",1969,"Black Alone","Current Dollars","Fourth",7878
"1481",1969,"Black Alone","Current Dollars","Highest",13992
"1482",1969,"Black Alone","Current Dollars","Top 5%",19953
"1483",1968,"Black Alone","Current Dollars","Lowest",1146
"1484",1968,"Black Alone","Current Dollars","Second",2830
"1485",1968,"Black Alone","Current Dollars","Middle",4712
"1486",1968,"Black Alone","Current Dollars","Fourth",7274
"1487",1968,"Black Alone","Current Dollars","Highest",12986
"1488",1968,"Black Alone","Current Dollars","Top 5%",18442
"1489",1967,"Black Alone","Current Dollars","Lowest",1018
"1490",1967,"Black Alone","Current Dollars","Second",2506
"1491",1967,"Black Alone","Current Dollars","Middle",4296
"1492",1967,"Black Alone","Current Dollars","Fourth",6567
"1493",1967,"Black Alone","Current Dollars","Highest",12610
"1494",1967,"Black Alone","Current Dollars","Top 5%",19626
"1495",2019,"Black Alone or in Combination","2019 Dollars","Lowest",8884
"1496",2019,"Black Alone or in Combination","2019 Dollars","Second",26027
"1497",2019,"Black Alone or in Combination","2019 Dollars","Middle",45996
"1498",2019,"Black Alone or in Combination","2019 Dollars","Fourth",76372
"1499",2019,"Black Alone or in Combination","2019 Dollars","Highest",182341
"1500",2019,"Black Alone or in Combination","2019 Dollars","Top 5%",325902
"1501",2018,"Black Alone or in Combination","2019 Dollars","Lowest",7825
"1502",2018,"Black Alone or in Combination","2019 Dollars","Second",23949
"1503",2018,"Black Alone or in Combination","2019 Dollars","Middle",42593
"1504",2018,"Black Alone or in Combination","2019 Dollars","Fourth",70198
"1505",2018,"Black Alone or in Combination","2019 Dollars","Highest",157627
"1506",2018,"Black Alone or in Combination","2019 Dollars","Top 5%",259963
"1507",2017,"Black Alone or in Combination","2019 Dollars","Lowest",7958
"1508",2017,"Black Alone or in Combination","2019 Dollars","Second",23958
"1509",2017,"Black Alone or in Combination","2019 Dollars","Middle",42441
"1510",2017,"Black Alone or in Combination","2019 Dollars","Fourth",71295
"1511",2017,"Black Alone or in Combination","2019 Dollars","Highest",161936
"1512",2017,"Black Alone or in Combination","2019 Dollars","Top 5%",280336
"1513",2016,"Black Alone or in Combination","2019 Dollars","Lowest",7985
"1514",2016,"Black Alone or in Combination","2019 Dollars","Second",23760
"1515",2016,"Black Alone or in Combination","2019 Dollars","Middle",42388
"1516",2016,"Black Alone or in Combination","2019 Dollars","Fourth",70230
"1517",2016,"Black Alone or in Combination","2019 Dollars","Highest",165241
"1518",2016,"Black Alone or in Combination","2019 Dollars","Top 5%",299200
"1519",2015,"Black Alone or in Combination","2019 Dollars","Lowest",7601
"1520",2015,"Black Alone or in Combination","2019 Dollars","Second",22378
"1521",2015,"Black Alone or in Combination","2019 Dollars","Middle",40514
"1522",2015,"Black Alone or in Combination","2019 Dollars","Fourth",67983
"1523",2015,"Black Alone or in Combination","2019 Dollars","Highest",157228
"1524",2015,"Black Alone or in Combination","2019 Dollars","Top 5%",276431
"1525",2014,"Black Alone or in Combination","2019 Dollars","Lowest",7302
"1526",2014,"Black Alone or in Combination","2019 Dollars","Second",21654
"1527",2014,"Black Alone or in Combination","2019 Dollars","Middle",38514
"1528",2014,"Black Alone or in Combination","2019 Dollars","Fourth",63873
"1529",2014,"Black Alone or in Combination","2019 Dollars","Highest",147657
"1530",2014,"Black Alone or in Combination","2019 Dollars","Top 5%",251736
"1531",2013,"Black Alone or in Combination","2019 Dollars","Lowest",7350
"1532",2013,"Black Alone or in Combination","2019 Dollars","Second",22112
"1533",2013,"Black Alone or in Combination","2019 Dollars","Middle",39145
"1534",2013,"Black Alone or in Combination","2019 Dollars","Fourth",63990
"1535",2013,"Black Alone or in Combination","2019 Dollars","Highest",151420
"1536",2013,"Black Alone or in Combination","2019 Dollars","Top 5%",262168
"1537",2012,"Black Alone or in Combination","2019 Dollars","Lowest",7384
"1538",2012,"Black Alone or in Combination","2019 Dollars","Second",20936
"1539",2012,"Black Alone or in Combination","2019 Dollars","Middle",37791
"1540",2012,"Black Alone or in Combination","2019 Dollars","Fourth",63164
"1541",2012,"Black Alone or in Combination","2019 Dollars","Highest",139351
"1542",2012,"Black Alone or in Combination","2019 Dollars","Top 5%",231381
"1543",2011,"Black Alone or in Combination","2019 Dollars","Lowest",7135
"1544",2011,"Black Alone or in Combination","2019 Dollars","Second",20306
"1545",2011,"Black Alone or in Combination","2019 Dollars","Middle",37174
"1546",2011,"Black Alone or in Combination","2019 Dollars","Fourth",62916
"1547",2011,"Black Alone or in Combination","2019 Dollars","Highest",143061
"1548",2011,"Black Alone or in Combination","2019 Dollars","Top 5%",246314
"1549",2010,"Black Alone or in Combination","2019 Dollars","Lowest",7026
"1550",2010,"Black Alone or in Combination","2019 Dollars","Second",20954
"1551",2010,"Black Alone or in Combination","2019 Dollars","Middle",37958
"1552",2010,"Black Alone or in Combination","2019 Dollars","Fourth",63107
"1553",2010,"Black Alone or in Combination","2019 Dollars","Highest",138283
"1554",2010,"Black Alone or in Combination","2019 Dollars","Top 5%",229934
"1555",2009,"Black Alone or in Combination","2019 Dollars","Lowest",7973
"1556",2009,"Black Alone or in Combination","2019 Dollars","Second",22663
"1557",2009,"Black Alone or in Combination","2019 Dollars","Middle",39500
"1558",2009,"Black Alone or in Combination","2019 Dollars","Fourth",65007
"1559",2009,"Black Alone or in Combination","2019 Dollars","Highest",141258
"1560",2009,"Black Alone or in Combination","2019 Dollars","Top 5%",238123
"1561",2008,"Black Alone or in Combination","2019 Dollars","Lowest",8205
"1562",2008,"Black Alone or in Combination","2019 Dollars","Second",23416
"1563",2008,"Black Alone or in Combination","2019 Dollars","Middle",40584
"1564",2008,"Black Alone or in Combination","2019 Dollars","Fourth",65216
"1565",2008,"Black Alone or in Combination","2019 Dollars","Highest",140394
"1566",2008,"Black Alone or in Combination","2019 Dollars","Top 5%",229351
"1567",2007,"Black Alone or in Combination","2019 Dollars","Lowest",8180
"1568",2007,"Black Alone or in Combination","2019 Dollars","Second",23354
"1569",2007,"Black Alone or in Combination","2019 Dollars","Middle",42100
"1570",2007,"Black Alone or in Combination","2019 Dollars","Fourth",68670
"1571",2007,"Black Alone or in Combination","2019 Dollars","Highest",147122
"1572",2007,"Black Alone or in Combination","2019 Dollars","Top 5%",244941
"1573",2006,"Black Alone or in Combination","2019 Dollars","Lowest",8030
"1574",2006,"Black Alone or in Combination","2019 Dollars","Second",23439
"1575",2006,"Black Alone or in Combination","2019 Dollars","Middle",41406
"1576",2006,"Black Alone or in Combination","2019 Dollars","Fourth",67099
"1577",2006,"Black Alone or in Combination","2019 Dollars","Highest",149159
"1578",2006,"Black Alone or in Combination","2019 Dollars","Top 5%",255082
"1579",2005,"Black Alone or in Combination","2019 Dollars","Lowest",7883
"1580",2005,"Black Alone or in Combination","2019 Dollars","Second",22507
"1581",2005,"Black Alone or in Combination","2019 Dollars","Middle",40578
"1582",2005,"Black Alone or in Combination","2019 Dollars","Fourth",66365
"1583",2005,"Black Alone or in Combination","2019 Dollars","Highest",143023
"1584",2005,"Black Alone or in Combination","2019 Dollars","Top 5%",238652
"1585",2004,"Black Alone or in Combination","2019 Dollars","Lowest",7668
"1586",2004,"Black Alone or in Combination","2019 Dollars","Second",23026
"1587",2004,"Black Alone or in Combination","2019 Dollars","Middle",40560
"1588",2004,"Black Alone or in Combination","2019 Dollars","Fourth",65979
"1589",2004,"Black Alone or in Combination","2019 Dollars","Highest",139268
"1590",2004,"Black Alone or in Combination","2019 Dollars","Top 5%",229394
"1591",2003,"Black Alone or in Combination","2019 Dollars","Lowest",8184
"1592",2003,"Black Alone or in Combination","2019 Dollars","Second",23058
"1593",2003,"Black Alone or in Combination","2019 Dollars","Middle",41256
"1594",2003,"Black Alone or in Combination","2019 Dollars","Fourth",67356
"1595",2003,"Black Alone or in Combination","2019 Dollars","Highest",141030
"1596",2003,"Black Alone or in Combination","2019 Dollars","Top 5%",228100
"1597",2002,"Black Alone or in Combination","2019 Dollars","Lowest",8261
"1598",2002,"Black Alone or in Combination","2019 Dollars","Second",23384
"1599",2002,"Black Alone or in Combination","2019 Dollars","Middle",41456
"1600",2002,"Black Alone or in Combination","2019 Dollars","Fourth",66745
"1601",2002,"Black Alone or in Combination","2019 Dollars","Highest",147546
"1602",2002,"Black Alone or in Combination","2019 Dollars","Top 5%",251275
"1603",2019,"Black Alone","2019 Dollars","Lowest",8680
"1604",2019,"Black Alone","2019 Dollars","Second",25668
