"","year","race","dollar_type","number","income_quintile","income_dollars"
"2466",1995,"White Alone","2019 Dollars",84511000,"Lowest",25869
"2467",1995,"White Alone","2019 Dollars",84511000,"Second",47553
"2468",1995,"White Alone","2019 Dollars",84511000,"Third",73362
"2469",1995,"White Alone","2019 Dollars",84511000,"Fourth",112190
"2470",1995,"White Alone","2019 Dollars",84511000,"Top 5%",195342
"2471",1994,"White Alone","2019 Dollars",83737000,"Lowest",25126
"2472",1994,"White Alone","2019 Dollars",83737000,"Second",46207
"2473",1994,"White Alone","2019 Dollars",83737000,"Third",71703
"2474",1994,"White Alone","2019 Dollars",83737000,"Fourth",111234
"2475",1994,"White Alone","2019 Dollars",83737000,"Top 5%",193523
"2476",1993,"White Alone","2019 Dollars",82387000,"Lowest",24956
"2477",1993,"White Alone","2019 Dollars",82387000,"Second",45685
"2478",1993,"White Alone","2019 Dollars",82387000,"Third",70758
"2479",1993,"White Alone","2019 Dollars",82387000,"Fourth",108760
"2480",1993,"White Alone","2019 Dollars",82387000,"Top 5%",187639
"2481",1992,"White Alone","2019 Dollars",81795000,"Lowest",25076
"2482",1992,"White Alone","2019 Dollars",81795000,"Second",46031
"2483",1992,"White Alone","2019 Dollars",81795000,"Third",71091
"2484",1992,"White Alone","2019 Dollars",81795000,"Fourth",107469
"2485",1992,"White Alone","2019 Dollars",81795000,"Top 5%",181481
"2486",1991,"White Alone","2019 Dollars",81675000,"Lowest",25509
"2487",1991,"White Alone","2019 Dollars",81675000,"Second",46325
"2488",1991,"White Alone","2019 Dollars",81675000,"Third",71232
"2489",1991,"White Alone","2019 Dollars",81675000,"Fourth",107458
"2490",1991,"White Alone","2019 Dollars",81675000,"Top 5%",181564
"2491",1990,"White Alone","2019 Dollars",80968000,"Lowest",26247
"2492",1990,"White Alone","2019 Dollars",80968000,"Second",47562
"2493",1990,"White Alone","2019 Dollars",80968000,"Third",71796
"2494",1990,"White Alone","2019 Dollars",80968000,"Fourth",108394
"2495",1990,"White Alone","2019 Dollars",80968000,"Top 5%",185111
"2496",1989,"White Alone","2019 Dollars",80163000,"Lowest",26397
"2497",1989,"White Alone","2019 Dollars",80163000,"Second",48697
"2498",1989,"White Alone","2019 Dollars",80163000,"Third",73863
"2499",1989,"White Alone","2019 Dollars",80163000,"Fourth",110209
"2500",1989,"White Alone","2019 Dollars",80163000,"Top 5%",187733
"2501",1988,"White Alone","2019 Dollars",79734000,"Lowest",26167
"2502",1988,"White Alone","2019 Dollars",79734000,"Second",47957
"2503",1988,"White Alone","2019 Dollars",79734000,"Third",72971
"2504",1988,"White Alone","2019 Dollars",79734000,"Fourth",108493
"2505",1988,"White Alone","2019 Dollars",79734000,"Top 5%",182729
"2506",1987,"White Alone","2019 Dollars",78519000,"Lowest",25906
"2507",1987,"White Alone","2019 Dollars",78519000,"Second",47494
"2508",1987,"White Alone","2019 Dollars",78519000,"Third",72105
"2509",1987,"White Alone","2019 Dollars",78519000,"Fourth",107931
"2510",1987,"White Alone","2019 Dollars",78519000,"Top 5%",178587
"2511",1986,"White Alone","2019 Dollars",77284000,"Lowest",25261
"2512",1986,"White Alone","2019 Dollars",77284000,"Second",46520
"2513",1986,"White Alone","2019 Dollars",77284000,"Third",71008
"2514",1986,"White Alone","2019 Dollars",77284000,"Fourth",105804
"2515",1986,"White Alone","2019 Dollars",77284000,"Top 5%",176571
"2516",1985,"White Alone","2019 Dollars",76576000,"Lowest",24540
"2517",1985,"White Alone","2019 Dollars",76576000,"Second",45371
"2518",1985,"White Alone","2019 Dollars",76576000,"Third",68370
"2519",1985,"White Alone","2019 Dollars",76576000,"Fourth",102248
"2520",1985,"White Alone","2019 Dollars",76576000,"Top 5%",168146
"2521",1984,"White Alone","2019 Dollars",75328000,"Lowest",24339
"2522",1984,"White Alone","2019 Dollars",75328000,"Second",44602
"2523",1984,"White Alone","2019 Dollars",75328000,"Third",67135
"2524",1984,"White Alone","2019 Dollars",75328000,"Fourth",99939
"2525",1984,"White Alone","2019 Dollars",75328000,"Top 5%",165124
"2526",1983,"White Alone","2019 Dollars",74170000,"Lowest",24228
"2527",1983,"White Alone","2019 Dollars",74170000,"Second",43437
"2528",1983,"White Alone","2019 Dollars",74170000,"Third",65224
"2529",1983,"White Alone","2019 Dollars",74170000,"Fourth",97498
"2530",1983,"White Alone","2019 Dollars",74170000,"Top 5%",160172
"2531",1982,"White Alone","2019 Dollars",73182000,"Lowest",23596
"2532",1982,"White Alone","2019 Dollars",73182000,"Second",43306
"2533",1982,"White Alone","2019 Dollars",73182000,"Third",64707
"2534",1982,"White Alone","2019 Dollars",73182000,"Fourth",95976
"2535",1982,"White Alone","2019 Dollars",73182000,"Top 5%",157216
"2536",1981,"White Alone","2019 Dollars",72845000,"Lowest",24146
"2537",1981,"White Alone","2019 Dollars",72845000,"Second",43307
"2538",1981,"White Alone","2019 Dollars",72845000,"Third",65515
"2539",1981,"White Alone","2019 Dollars",72845000,"Fourth",95627
"2540",1981,"White Alone","2019 Dollars",72845000,"Top 5%",153198
"2541",1980,"White Alone","2019 Dollars",71872000,"Lowest",24290
"2542",1980,"White Alone","2019 Dollars",71872000,"Second",44434
"2543",1980,"White Alone","2019 Dollars",71872000,"Third",66209
"2544",1980,"White Alone","2019 Dollars",71872000,"Fourth",95813
"2545",1980,"White Alone","2019 Dollars",71872000,"Top 5%",153944
"2546",1979,"White Alone","2019 Dollars",70766000,"Lowest",25034
"2547",1979,"White Alone","2019 Dollars",70766000,"Second",45635
"2548",1979,"White Alone","2019 Dollars",70766000,"Third",68234
"2549",1979,"White Alone","2019 Dollars",70766000,"Fourth",98160
"2550",1979,"White Alone","2019 Dollars",70766000,"Top 5%",158809
"2551",1978,"White Alone","2019 Dollars",68028000,"Lowest",24858
"2552",1978,"White Alone","2019 Dollars",68028000,"Second",45083
"2553",1978,"White Alone","2019 Dollars",68028000,"Third",68015
"2554",1978,"White Alone","2019 Dollars",68028000,"Fourth",97284
"2555",1978,"White Alone","2019 Dollars",68028000,"Top 5%",155364
"2556",1977,"White Alone","2019 Dollars",66934000,"Lowest",23812
"2557",1977,"White Alone","2019 Dollars",66934000,"Second",44317
"2558",1977,"White Alone","2019 Dollars",66934000,"Third",65704
"2559",1977,"White Alone","2019 Dollars",66934000,"Fourth",94903
"2560",1977,"White Alone","2019 Dollars",66934000,"Top 5%",151062
"2561",1976,"White Alone","2019 Dollars",65353000,"Lowest",24081
"2562",1976,"White Alone","2019 Dollars",65353000,"Second",43754
"2563",1976,"White Alone","2019 Dollars",65353000,"Third",65468
"2564",1976,"White Alone","2019 Dollars",65353000,"Fourth",92912
"2565",1976,"White Alone","2019 Dollars",65353000,"Top 5%",146163
"2566",1975,"White Alone","2019 Dollars",64392000,"Lowest",23361
"2567",1975,"White Alone","2019 Dollars",64392000,"Second",43256
"2568",1975,"White Alone","2019 Dollars",64392000,"Third",63775
"2569",1975,"White Alone","2019 Dollars",64392000,"Fourth",90984
"2570",1975,"White Alone","2019 Dollars",64392000,"Top 5%",142650
"2571",1974,"White Alone","2019 Dollars",62984000,"Lowest",24381
"2572",1974,"White Alone","2019 Dollars",62984000,"Second",45011
"2573",1974,"White Alone","2019 Dollars",62984000,"Third",65079
"2574",1974,"White Alone","2019 Dollars",62984000,"Fourth",93281
"2575",1974,"White Alone","2019 Dollars",62984000,"Top 5%",146788
"2576",1973,"White Alone","2019 Dollars",61965000,"Lowest",24426
"2577",1973,"White Alone","2019 Dollars",61965000,"Second",46402
"2578",1973,"White Alone","2019 Dollars",61965000,"Third",67048
"2579",1973,"White Alone","2019 Dollars",61965000,"Fourth",95466
"2580",1973,"White Alone","2019 Dollars",61965000,"Top 5%",153514
"2581",1972,"White Alone","2019 Dollars",60618000,"Lowest",24179
"2582",1972,"White Alone","2019 Dollars",60618000,"Second",45016
"2583",1972,"White Alone","2019 Dollars",60618000,"Third",65764
"2584",1972,"White Alone","2019 Dollars",60618000,"Fourth",93166
"2585",1972,"White Alone","2019 Dollars",60618000,"Top 5%",149066
"2586",1971,"White Alone","2019 Dollars",59463000,"Lowest",23233
"2587",1971,"White Alone","2019 Dollars",59463000,"Second",43441
"2588",1971,"White Alone","2019 Dollars",59463000,"Third",62159
"2589",1971,"White Alone","2019 Dollars",59463000,"Fourth",87921
"2590",1971,"White Alone","2019 Dollars",59463000,"Top 5%",140011
"2591",1970,"White Alone","2019 Dollars",57575000,"Lowest",23556
"2592",1970,"White Alone","2019 Dollars",57575000,"Second",44190
"2593",1970,"White Alone","2019 Dollars",57575000,"Third",62503
"2594",1970,"White Alone","2019 Dollars",57575000,"Fourth",88380
"2595",1970,"White Alone","2019 Dollars",57575000,"Top 5%",139676
"2596",1969,"White Alone","2019 Dollars",56248000,"Lowest",23882
"2597",1969,"White Alone","2019 Dollars",56248000,"Second",44797
"2598",1969,"White Alone","2019 Dollars",56248000,"Third",63016
"2599",1969,"White Alone","2019 Dollars",56248000,"Fourth",88060
"2600",1969,"White Alone","2019 Dollars",56248000,"Top 5%",138081
"2601",1968,"White Alone","2019 Dollars",55394000,"Lowest",23249
"2602",1968,"White Alone","2019 Dollars",55394000,"Second",43107
"2603",1968,"White Alone","2019 Dollars",55394000,"Third",60705
"2604",1968,"White Alone","2019 Dollars",55394000,"Fourth",83954
"2605",1968,"White Alone","2019 Dollars",55394000,"Top 5%",130451
"2606",1967,"White Alone","2019 Dollars",54188000,"Lowest",21637
"2607",1967,"White Alone","2019 Dollars",54188000,"Second",40925
"2608",1967,"White Alone","2019 Dollars",54188000,"Third",57831
"2609",1967,"White Alone","2019 Dollars",54188000,"Fourth",80669
"2610",1967,"White Alone","2019 Dollars",54188000,"Top 5%",130198
"2611",2019,"White, Not Hispanic","Current Dollars",84868000,"Lowest",32040
"2612",2019,"White, Not Hispanic","Current Dollars",84868000,"Second",59815
"2613",2019,"White, Not Hispanic","Current Dollars",84868000,"Third",95172
"2614",2019,"White, Not Hispanic","Current Dollars",84868000,"Fourth",153176
"2615",2019,"White, Not Hispanic","Current Dollars",84868000,"Top 5%",289498
"2616",2018,"White, Not Hispanic","Current Dollars",84727000,"Lowest",30000
"2617",2018,"White, Not Hispanic","Current Dollars",84727000,"Second",55698
"2618",2018,"White, Not Hispanic","Current Dollars",84727000,"Third",87752
"2619",2018,"White, Not Hispanic","Current Dollars",84727000,"Fourth",140040
"2620",2018,"White, Not Hispanic","Current Dollars",84727000,"Top 5%",266000
"2621",2017,"White, Not Hispanic","Current Dollars",84681000,"Lowest",27670
"2622",2017,"White, Not Hispanic","Current Dollars",84681000,"Second",52570
"2623",2017,"White, Not Hispanic","Current Dollars",84681000,"Third",84992
"2624",2017,"White, Not Hispanic","Current Dollars",84681000,"Fourth",136812
"2625",2017,"White, Not Hispanic","Current Dollars",84681000,"Top 5%",250362
"2626",2016,"White, Not Hispanic","Current Dollars",84387000,"Lowest",27022
"2627",2016,"White, Not Hispanic","Current Dollars",84387000,"Second",50522
"2628",2016,"White, Not Hispanic","Current Dollars",84387000,"Third",81057
"2629",2016,"White, Not Hispanic","Current Dollars",84387000,"Fourth",130140
"2630",2016,"White, Not Hispanic","Current Dollars",84387000,"Top 5%",240000
"2631",2015,"White, Not Hispanic","Current Dollars",84445000,"Lowest",25874
"2632",2015,"White, Not Hispanic","Current Dollars",84445000,"Second",49243
"2633",2015,"White, Not Hispanic","Current Dollars",84445000,"Third",79516
"2634",2015,"White, Not Hispanic","Current Dollars",84445000,"Fourth",125158
"2635",2015,"White, Not Hispanic","Current Dollars",84445000,"Top 5%",225041
"2636",2014,"White, Not Hispanic","Current Dollars",84228000,"Lowest",24490
"2637",2014,"White, Not Hispanic","Current Dollars",84228000,"Second",46904
"2638",2014,"White, Not Hispanic","Current Dollars",84228000,"Third",75043
"2639",2014,"White, Not Hispanic","Current Dollars",84228000,"Fourth",121733
"2640",2014,"White, Not Hispanic","Current Dollars",84228000,"Top 5%",220524
"2641",2013,"White, Not Hispanic","Current Dollars",84432000,"Lowest",24032
"2642",2013,"White, Not Hispanic","Current Dollars",84432000,"Second",47156
"2643",2013,"White, Not Hispanic","Current Dollars",84432000,"Third",74693
"2644",2013,"White, Not Hispanic","Current Dollars",84432000,"Fourth",119038
"2645",2013,"White, Not Hispanic","Current Dollars",84432000,"Top 5%",217041
"2646",2012,"White, Not Hispanic","Current Dollars",83792000,"Lowest",24000
"2647",2012,"White, Not Hispanic","Current Dollars",83792000,"Second",44722
"2648",2012,"White, Not Hispanic","Current Dollars",83792000,"Third",70734
"2649",2012,"White, Not Hispanic","Current Dollars",83792000,"Fourth",112402
"2650",2012,"White, Not Hispanic","Current Dollars",83792000,"Top 5%",202512
"2651",2011,"White, Not Hispanic","Current Dollars",83573000,"Lowest",23537
"2652",2011,"White, Not Hispanic","Current Dollars",83573000,"Second",43157
"2653",2011,"White, Not Hispanic","Current Dollars",83573000,"Third",69040
"2654",2011,"White, Not Hispanic","Current Dollars",83573000,"Fourth",110065
"2655",2011,"White, Not Hispanic","Current Dollars",83573000,"Top 5%",2e+05
"2656",2010,"White, Not Hispanic","Current Dollars",83314000,"Lowest",22600
"2657",2010,"White, Not Hispanic","Current Dollars",83314000,"Second",42357
"2658",2010,"White, Not Hispanic","Current Dollars",83314000,"Third",68016
"2659",2010,"White, Not Hispanic","Current Dollars",83314000,"Fourth",107112
"2660",2010,"White, Not Hispanic","Current Dollars",83314000,"Top 5%",193118
"2661",2009,"White, Not Hispanic","Current Dollars",83158000,"Lowest",23360
"2662",2009,"White, Not Hispanic","Current Dollars",83158000,"Second",42734
"2663",2009,"White, Not Hispanic","Current Dollars",83158000,"Third",67258
"2664",2009,"White, Not Hispanic","Current Dollars",83158000,"Fourth",106130
"2665",2009,"White, Not Hispanic","Current Dollars",83158000,"Top 5%",189300
"2666",2008,"White, Not Hispanic","Current Dollars",82884000,"Lowest",23367
"2667",2008,"White, Not Hispanic","Current Dollars",82884000,"Second",43414
"2668",2008,"White, Not Hispanic","Current Dollars",82884000,"Third",69068
"2669",2008,"White, Not Hispanic","Current Dollars",82884000,"Fourth",107000
"2670",2008,"White, Not Hispanic","Current Dollars",82884000,"Top 5%",191999
"2671",2007,"White, Not Hispanic","Current Dollars",82765000,"Lowest",23075
"2672",2007,"White, Not Hispanic","Current Dollars",82765000,"Second",43002
"2673",2007,"White, Not Hispanic","Current Dollars",82765000,"Third",68051
"2674",2007,"White, Not Hispanic","Current Dollars",82765000,"Fourth",106406
"2675",2007,"White, Not Hispanic","Current Dollars",82765000,"Top 5%",189198
"2676",2006,"White, Not Hispanic","Current Dollars",82675000,"Lowest",22928
"2677",2006,"White, Not Hispanic","Current Dollars",82675000,"Second",41502
"2678",2006,"White, Not Hispanic","Current Dollars",82675000,"Third",65300
"2679",2006,"White, Not Hispanic","Current Dollars",82675000,"Fourth",102714
"2680",2006,"White, Not Hispanic","Current Dollars",82675000,"Top 5%",184338
"2681",2005,"White, Not Hispanic","Current Dollars",82003000,"Lowest",21576
"2682",2005,"White, Not Hispanic","Current Dollars",82003000,"Second",40000
"2683",2005,"White, Not Hispanic","Current Dollars",82003000,"Third",62675
"2684",2005,"White, Not Hispanic","Current Dollars",82003000,"Fourth",98781
"2685",2005,"White, Not Hispanic","Current Dollars",82003000,"Top 5%",177100
"2686",2004,"White, Not Hispanic","Current Dollars",81628000,"Lowest",20424
"2687",2004,"White, Not Hispanic","Current Dollars",81628000,"Second",38222
"2688",2004,"White, Not Hispanic","Current Dollars",81628000,"Third",60335
"2689",2004,"White, Not Hispanic","Current Dollars",81628000,"Fourth",94196
"2690",2004,"White, Not Hispanic","Current Dollars",81628000,"Top 5%",165900
"2691",2003,"White, Not Hispanic","Current Dollars",81148000,"Lowest",20008
"2692",2003,"White, Not Hispanic","Current Dollars",81148000,"Second",37500
"2693",2003,"White, Not Hispanic","Current Dollars",81148000,"Third",59455
"2694",2003,"White, Not Hispanic","Current Dollars",81148000,"Fourth",92722
"2695",2003,"White, Not Hispanic","Current Dollars",81148000,"Top 5%",163731
"2696",2002,"White, Not Hispanic","Current Dollars",81166000,"Lowest",20000
"2697",2002,"White, Not Hispanic","Current Dollars",81166000,"Second",37000
"2698",2002,"White, Not Hispanic","Current Dollars",81166000,"Third",58060
"2699",2002,"White, Not Hispanic","Current Dollars",81166000,"Fourth",89810
"2700",2002,"White, Not Hispanic","Current Dollars",81166000,"Top 5%",157588
"2701",2001,"White, Not Hispanic","Current Dollars",80818000,"Lowest",19890
"2702",2001,"White, Not Hispanic","Current Dollars",80818000,"Second",36216
"2703",2001,"White, Not Hispanic","Current Dollars",80818000,"Third",57155
"2704",2001,"White, Not Hispanic","Current Dollars",80818000,"Fourth",88704
"2705",2001,"White, Not Hispanic","Current Dollars",80818000,"Top 5%",159373
"2706",2000,"White, Not Hispanic","Current Dollars",80527000,"Lowest",19800
"2707",2000,"White, Not Hispanic","Current Dollars",80527000,"Second",36000
"2708",2000,"White, Not Hispanic","Current Dollars",80527000,"Third",56156
"2709",2000,"White, Not Hispanic","Current Dollars",80527000,"Fourth",86648
"2710",2000,"White, Not Hispanic","Current Dollars",80527000,"Top 5%",153230
"2711",1999,"White, Not Hispanic","Current Dollars",79819000,"Lowest",19120
"2712",1999,"White, Not Hispanic","Current Dollars",79819000,"Second",35000
"2713",1999,"White, Not Hispanic","Current Dollars",79819000,"Third",54400
"2714",1999,"White, Not Hispanic","Current Dollars",79819000,"Fourth",83530
"2715",1999,"White, Not Hispanic","Current Dollars",79819000,"Top 5%",150300
"2716",1998,"White, Not Hispanic","Current Dollars",78577000,"Lowest",18511
"2717",1998,"White, Not Hispanic","Current Dollars",78577000,"Second",34000
"2718",1998,"White, Not Hispanic","Current Dollars",78577000,"Third",52074
"2719",1998,"White, Not Hispanic","Current Dollars",78577000,"Fourth",79898
"2720",1998,"White, Not Hispanic","Current Dollars",78577000,"Top 5%",140250
"2721",1997,"White, Not Hispanic","Current Dollars",77936000,"Lowest",17520
"2722",1997,"White, Not Hispanic","Current Dollars",77936000,"Second",32100
"2723",1997,"White, Not Hispanic","Current Dollars",77936000,"Third",50016
"2724",1997,"White, Not Hispanic","Current Dollars",77936000,"Fourth",76109
"2725",1997,"White, Not Hispanic","Current Dollars",77936000,"Top 5%",133540
"2726",1996,"White, Not Hispanic","Current Dollars",77240000,"Lowest",16750
"2727",1996,"White, Not Hispanic","Current Dollars",77240000,"Second",30510
"2728",1996,"White, Not Hispanic","Current Dollars",77240000,"Third",47541
"2729",1996,"White, Not Hispanic","Current Dollars",77240000,"Fourth",72000
"2730",1996,"White, Not Hispanic","Current Dollars",77240000,"Top 5%",125244
"2731",1995,"White, Not Hispanic","Current Dollars",76932000,"Lowest",16313
"2732",1995,"White, Not Hispanic","Current Dollars",76932000,"Second",29964
"2733",1995,"White, Not Hispanic","Current Dollars",76932000,"Third",45300
"2734",1995,"White, Not Hispanic","Current Dollars",76932000,"Fourth",69089
"2735",1995,"White, Not Hispanic","Current Dollars",76932000,"Top 5%",120008
"2736",1994,"White, Not Hispanic","Current Dollars",77004000,"Lowest",15200
"2737",1994,"White, Not Hispanic","Current Dollars",77004000,"Second",28000
"2738",1994,"White, Not Hispanic","Current Dollars",77004000,"Third",43040
"2739",1994,"White, Not Hispanic","Current Dollars",77004000,"Fourth",66106
"2740",1994,"White, Not Hispanic","Current Dollars",77004000,"Top 5%",115453
"2741",1993,"White, Not Hispanic","Current Dollars",75697000,"Lowest",14865
"2742",1993,"White, Not Hispanic","Current Dollars",75697000,"Second",27150
"2743",1993,"White, Not Hispanic","Current Dollars",75697000,"Third",41800
"2744",1993,"White, Not Hispanic","Current Dollars",75697000,"Fourth",63700
"2745",1993,"White, Not Hispanic","Current Dollars",75697000,"Top 5%",109500
"2746",1992,"White, Not Hispanic","Current Dollars",75107000,"Lowest",14500
"2747",1992,"White, Not Hispanic","Current Dollars",75107000,"Second",26590
"2748",1992,"White, Not Hispanic","Current Dollars",75107000,"Third",40790
"2749",1992,"White, Not Hispanic","Current Dollars",75107000,"Fourth",61024
"2750",1992,"White, Not Hispanic","Current Dollars",75107000,"Top 5%",103200
"2751",1991,"White, Not Hispanic","Current Dollars",75625000,"Lowest",14280
"2752",1991,"White, Not Hispanic","Current Dollars",75625000,"Second",26000
"2753",1991,"White, Not Hispanic","Current Dollars",75625000,"Third",39700
"2754",1991,"White, Not Hispanic","Current Dollars",75625000,"Fourth",59800
"2755",1991,"White, Not Hispanic","Current Dollars",75625000,"Top 5%",1e+05
"2756",1990,"White, Not Hispanic","Current Dollars",75035000,"Lowest",14275
"2757",1990,"White, Not Hispanic","Current Dollars",75035000,"Second",25710
"2758",1990,"White, Not Hispanic","Current Dollars",75035000,"Third",38676
"2759",1990,"White, Not Hispanic","Current Dollars",75035000,"Fourth",58022
"2760",1990,"White, Not Hispanic","Current Dollars",75035000,"Top 5%",99156
"2761",1989,"White, Not Hispanic","Current Dollars",74495000,"Lowest",13754
"2762",1989,"White, Not Hispanic","Current Dollars",74495000,"Second",25000
"2763",1989,"White, Not Hispanic","Current Dollars",74495000,"Third",37704
"2764",1989,"White, Not Hispanic","Current Dollars",74495000,"Fourth",56242
"2765",1989,"White, Not Hispanic","Current Dollars",74495000,"Top 5%",95625
"2766",1988,"White, Not Hispanic","Current Dollars",74067000,"Lowest",13000
"2767",1988,"White, Not Hispanic","Current Dollars",74067000,"Second",23831
"2768",1988,"White, Not Hispanic","Current Dollars",74067000,"Third",35776
"2769",1988,"White, Not Hispanic","Current Dollars",74067000,"Fourth",53039
"2770",1988,"White, Not Hispanic","Current Dollars",74067000,"Top 5%",89216
"2771",1987,"White, Not Hispanic","Current Dollars",73120000,"Lowest",12300
"2772",1987,"White, Not Hispanic","Current Dollars",73120000,"Second",22582
"2773",1987,"White, Not Hispanic","Current Dollars",73120000,"Third",34200
"2774",1987,"White, Not Hispanic","Current Dollars",73120000,"Fourth",50625
"2775",1987,"White, Not Hispanic","Current Dollars",73120000,"Top 5%",83900
"2776",1986,"White, Not Hispanic","Current Dollars",72067000,"Lowest",11736
"2777",1986,"White, Not Hispanic","Current Dollars",72067000,"Second",21372
"2778",1986,"White, Not Hispanic","Current Dollars",72067000,"Third",32306
"2779",1986,"White, Not Hispanic","Current Dollars",72067000,"Fourth",48162
"2780",1986,"White, Not Hispanic","Current Dollars",72067000,"Top 5%",80246
"2781",1985,"White, Not Hispanic","Current Dollars",71540000,"Lowest",11140
"2782",1985,"White, Not Hispanic","Current Dollars",71540000,"Second",20279
"2783",1985,"White, Not Hispanic","Current Dollars",71540000,"Third",30680
"2784",1985,"White, Not Hispanic","Current Dollars",71540000,"Fourth",45623
"2785",1985,"White, Not Hispanic","Current Dollars",71540000,"Top 5%",75100
"2786",1984,"White, Not Hispanic","Current Dollars",70586000,"Lowest",10692
"2787",1984,"White, Not Hispanic","Current Dollars",70586000,"Second",19344
"2788",1984,"White, Not Hispanic","Current Dollars",70586000,"Third",29070
"2789",1984,"White, Not Hispanic","Current Dollars",70586000,"Fourth",43200
"2790",1984,"White, Not Hispanic","Current Dollars",70586000,"Top 5%",71226
"2791",1983,"White, Not Hispanic","Current Dollars",69648000,"Lowest",10080
"2792",1983,"White, Not Hispanic","Current Dollars",69648000,"Second",18121
"2793",1983,"White, Not Hispanic","Current Dollars",69648000,"Third",27146
"2794",1983,"White, Not Hispanic","Current Dollars",69648000,"Fourth",40246
"2795",1983,"White, Not Hispanic","Current Dollars",69648000,"Top 5%",66516
"2796",1982,"White, Not Hispanic","Current Dollars",69214000,"Lowest",9520
"2797",1982,"White, Not Hispanic","Current Dollars",69214000,"Second",17243
"2798",1982,"White, Not Hispanic","Current Dollars",69214000,"Third",25816
"2799",1982,"White, Not Hispanic","Current Dollars",69214000,"Fourth",38120
"2800",1982,"White, Not Hispanic","Current Dollars",69214000,"Top 5%",62200
"2801",1981,"White, Not Hispanic","Current Dollars",68996000,"Lowest",9023
"2802",1981,"White, Not Hispanic","Current Dollars",68996000,"Second",16200
"2803",1981,"White, Not Hispanic","Current Dollars",68996000,"Third",24580
"2804",1981,"White, Not Hispanic","Current Dollars",68996000,"Fourth",35684
"2805",1981,"White, Not Hispanic","Current Dollars",68996000,"Top 5%",57170
"2806",1980,"White, Not Hispanic","Current Dollars",68106000,"Lowest",8383
"2807",1980,"White, Not Hispanic","Current Dollars",68106000,"Second",15161
"2808",1980,"White, Not Hispanic","Current Dollars",68106000,"Third",22744
"2809",1980,"White, Not Hispanic","Current Dollars",68106000,"Fourth",32750
"2810",1980,"White, Not Hispanic","Current Dollars",68106000,"Top 5%",52316
"2811",1979,"White, Not Hispanic","Current Dollars",67203000,"Lowest",7714
"2812",1979,"White, Not Hispanic","Current Dollars",67203000,"Second",14050
"2813",1979,"White, Not Hispanic","Current Dollars",67203000,"Third",21000
"2814",1979,"White, Not Hispanic","Current Dollars",67203000,"Fourth",30043
"2815",1979,"White, Not Hispanic","Current Dollars",67203000,"Top 5%",48707
"2816",1978,"White, Not Hispanic","Current Dollars",64836000,"Lowest",7000
"2817",1978,"White, Not Hispanic","Current Dollars",64836000,"Second",12750
"2818",1978,"White, Not Hispanic","Current Dollars",64836000,"Third",19050
"2819",1978,"White, Not Hispanic","Current Dollars",64836000,"Fourth",27200
"2820",1978,"White, Not Hispanic","Current Dollars",64836000,"Top 5%",43547
"2821",1977,"White, Not Hispanic","Current Dollars",63721000,"Lowest",6300
"2822",1977,"White, Not Hispanic","Current Dollars",63721000,"Second",11725
"2823",1977,"White, Not Hispanic","Current Dollars",63721000,"Third",17306
"2824",1977,"White, Not Hispanic","Current Dollars",63721000,"Fourth",24967
"2825",1977,"White, Not Hispanic","Current Dollars",63721000,"Top 5%",39604
"2826",1976,"White, Not Hispanic","Current Dollars",62365000,"Lowest",5992
"2827",1976,"White, Not Hispanic","Current Dollars",62365000,"Second",10901
"2828",1976,"White, Not Hispanic","Current Dollars",62365000,"Third",16106
"2829",1976,"White, Not Hispanic","Current Dollars",62365000,"Fourth",22960
"2830",1976,"White, Not Hispanic","Current Dollars",62365000,"Top 5%",36050
"2831",1975,"White, Not Hispanic","Current Dollars",61533000,"Lowest",5476
"2832",1975,"White, Not Hispanic","Current Dollars",61533000,"Second",10031
"2833",1975,"White, Not Hispanic","Current Dollars",61533000,"Third",14966
"2834",1975,"White, Not Hispanic","Current Dollars",61533000,"Fourth",21187
"2835",1975,"White, Not Hispanic","Current Dollars",61533000,"Top 5%",33243
"2836",1974,"White, Not Hispanic","Current Dollars",60164000,"Lowest",5276
"2837",1974,"White, Not Hispanic","Current Dollars",60164000,"Second",9746
"2838",1974,"White, Not Hispanic","Current Dollars",60164000,"Third",14016
"2839",1974,"White, Not Hispanic","Current Dollars",60164000,"Fourth",20000
"2840",1974,"White, Not Hispanic","Current Dollars",60164000,"Top 5%",31600
"2841",1973,"White, Not Hispanic","Current Dollars",59276000,"Lowest",4796
"2842",1973,"White, Not Hispanic","Current Dollars",59276000,"Second",9052
"2843",1973,"White, Not Hispanic","Current Dollars",59276000,"Third",13141
"2844",1973,"White, Not Hispanic","Current Dollars",59276000,"Fourth",18720
"2845",1973,"White, Not Hispanic","Current Dollars",59276000,"Top 5%",30000
"2846",1972,"White, Not Hispanic","Current Dollars",58004000,"Lowest",4486
"2847",1972,"White, Not Hispanic","Current Dollars",58004000,"Second",8360
"2848",1972,"White, Not Hispanic","Current Dollars",58004000,"Third",12098
"2849",1972,"White, Not Hispanic","Current Dollars",58004000,"Fourth",17150
"2850",1972,"White, Not Hispanic","Current Dollars",58004000,"Top 5%",27472
"2851",2019,"White, Not Hispanic","2019 Dollars",84868000,"Lowest",32040
"2852",2019,"White, Not Hispanic","2019 Dollars",84868000,"Second",59815
"2853",2019,"White, Not Hispanic","2019 Dollars",84868000,"Third",95172
